Company,Product,Gross,Issue,Issue Year,Size,Issue Date,Invoice Number,Invoice Amount,Invoice Date,Commissioned Rep
Classified Listing,Paso Robles Press,25.0000,May 11,2023,Legal Notice,5/11/2023 12:00:00 AM,2023-28532,25.0000,05/05/2023,Cami Martin
Claudia Preda,The Malibu Times,95.0000,Feb 2,2023,Legal Notice,2/2/2023 12:00:00 AM,2023-28479,95.0000,01/24/2023,Nicholas Mattson
Cleancut Lawn & Maintenance,Atascadero News,75.0000,Oct 9,2025,Fictitious Business Name - New Filing,10/9/2025 12:00:00 AM,2025-58003,75.0000,10/02/2025,Cami Martin
Clear Space Solutions,Paso Robles Press,75.0000,Feb 12,2026,Fictitious Business Name - New Filing,2/12/2026 12:00:00 AM,2026-61203,75.0000,02/03/2026,Cami Martin
Clegg Ag And Ranch,Paso Robles Press,75.0000,Mar 13,2025,Fictitious Business Name - New Filing,3/13/2025 12:00:00 AM,2025-54010,75.0000,03/06/2025,Cami Martin
Clifford L. Selbert Obituary,The Malibu Times,778.0000,Apr 16,2026,1/4 Page V,4/16/2026 12:00:00 AM,2026-62287,778.0000,04/07/2026,Cami Martin
Clinical Excellence RN Services L.A.,The Malibu Times,85.0000,Dec 18,2025,Fictitious Business Name - New Filing,12/18/2025 12:00:00 AM,2025-59455,85.0000,12/12/2025,Cami Martin
Cloak & Dagger Artist Management,The Malibu Times,85.0000,Feb 1,2024,Fictitious Business Name - New Filing,2/1/2024 12:00:00 AM,2024-39401,85.0000,01/24/2024,Cami Martin
Close To The Earth,The Malibu Times,75.0000,Sep 28,2023,Fictitious Business Name - New Filing,9/28/2023 12:00:00 AM,2023-32161,75.0000,09/22/2023,Lukas Johnson
Clover & Branch,OpenDoor Directories,285.0000,Destination,2023,1/4 S,5/1/2023 12:00:00 AM,2023-10017,285.0000,04/16/2023,Christie Coyes
Clover & Branch,OpenDoor Directories,0.0000,Destination,2023,Enhanced Directory Listing,5/1/2023 12:00:00 AM,2023-10018,0.0000,04/16/2023,Christie Coyes
Club Pilates,Atascadero News Magazine,160.0000,August,2022,1/4 S,8/1/2022 12:00:00 AM,2022-17578,160.0000,12/31/2022,Dana McGraw
Club Pilates,Atascadero News Magazine,160.0000,July,2022,1/4 S,7/1/2022 12:00:00 AM,2022-17619,160.0000,12/31/2022,Dana McGraw
Club Pilates,Atascadero News Magazine,160.0000,June,2022,1/4 S,5/1/2022 12:00:00 AM,2022-17634,160.0000,12/31/2022,Dana McGraw
Club Pilates,Paso Robles Magazine,390.0000,August,2022,1/4 S,8/1/2022 12:00:00 AM,2022-17835,390.0000,12/31/2022,Dana McGraw
Club Pilates,Paso Robles Magazine,390.0000,July,2022,1/4 S,7/1/2022 12:00:00 AM,2022-17896,390.0000,12/31/2022,Dana McGraw
Club Pilates,Paso Robles Magazine,390.0000,June,2022,1/4 S,5/1/2022 12:00:00 AM,2022-17916,390.0000,12/31/2022,Dana McGraw
Cluster Buster,Atascadero News,75.0000,Sep 5,2024,Fictitious Business Name - New Filing,9/5/2024 12:00:00 AM,2024-47513,75.0000,08/28/2024,Cami Martin
CMF Performance Products,Paso Robles Press,75.0000,Oct 10,2024,Fictitious Business Name - New Filing,10/10/2024 12:00:00 AM,2024-48142,75.0000,10/07/2024,Cami Martin
Coal And Cattle BBQ Catering,Atascadero News,75.0000,Feb 12,2026,Fictitious Business Name - New Filing,2/12/2026 12:00:00 AM,2026-61170,75.0000,02/03/2026,Cami Martin
Coalesce Bookstore,OpenDoor Directories,450.0000,Destination,2026,1/4 S,5/1/2026 12:00:00 AM,2026-61198,450.0000,02/03/2026,Christie Coyes
Coalesce Bookstore,OpenDoor Directories,0.0000,Destination,2026,Enhanced Directory Listing,5/1/2026 12:00:00 AM,2026-61199,0.0000,02/03/2026,Christie Coyes
Coalinga Huron Unified School District,Paso Robles Press,249.0000,May 30,2024,1/8 Page,5/30/2024 12:00:00 AM,2024-44685,249.0000,05/24/2024,Dana McGraw
Coalinga Huron Unified School District,Paso Robles Press,249.0000,Jun 6,2024,1/8 Page,6/6/2024 12:00:00 AM,2024-44686,249.0000,05/24/2024,Dana McGraw
Coalinga Huron Unified School District,Atascadero News,249.0000,May 30,2024,1/8 Page,5/30/2024 12:00:00 AM,2024-44687,249.0000,05/24/2024,Dana McGraw
Coalinga Huron Unified School District,Atascadero News,249.0000,Jun 6,2024,1/8 Page,6/6/2024 12:00:00 AM,2024-44688,249.0000,05/24/2024,Dana McGraw
Coalition for Responsible Cannabis,Santa Ynez Valley Star,851.0000,March A,2024,1/2 Page V,3/5/2024 12:00:00 AM,2024-40618,851.0000,02/28/2024,Kaleb Rich-Harris
Coast Art House,Atascadero News,75.0000,Jan 15,2026,Fictitious Business Name - New Filing,1/15/2026 12:00:00 AM,2026-60743,75.0000,01/09/2026,Cami Martin
Coast Cleaning Pros,Atascadero News,75.0000,Oct 16,2025,Fictitious Business Name - New Filing,10/16/2025 12:00:00 AM,2025-58098,75.0000,10/13/2025,Cami Martin
Coast Cleaning Pros,Atascadero News,75.0000,Oct 16,2025,Statement of Abandonment,10/16/2025 12:00:00 AM,2025-58099,75.0000,10/13/2025,Cami Martin
Coast Electronics,Paso Robles Magazine,285.0000,April,2023,1/4 Page H,4/1/2023 12:00:00 AM,2023-10252,285.0000,03/24/2023,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,February,2023,1/4 Page H,2/1/2023 12:00:00 AM,2023-10387,285.0000,03/24/2023,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,January,2023,1/4 Page H,1/1/2023 12:00:00 AM,2023-10449,285.0000,03/24/2023,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,March,2023,1/4 Page H,3/10/2023 12:00:00 AM,2023-10594,285.0000,03/24/2023,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,April,2023,1/8 Page,4/1/2023 12:00:00 AM,2023-15118,100.0000,03/24/2023,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,February,2023,1/8 Page,2/1/2023 12:00:00 AM,2023-15149,100.0000,03/24/2023,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,January,2023,1/8 Page,1/1/2023 12:00:00 AM,2023-15164,100.0000,02/01/2023,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,March,2023,1/8 Page,3/10/2023 12:00:00 AM,2023-15195,100.0000,03/24/2023,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,April,2022,1/4 S,4/1/2022 12:00:00 AM,2022-16835,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,August,2022,1/4 S,8/1/2022 12:00:00 AM,2022-16837,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,December,2022,1/4 S,12/1/2022 12:00:00 AM,2022-16838,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,February,2022,1/4 S,2/1/2022 12:00:00 AM,2022-16839,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,January,2022,1/4 S,1/1/2022 12:00:00 AM,2022-16840,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,July,2022,1/4 S,7/1/2022 12:00:00 AM,2022-16841,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,June,2022,1/4 S,5/1/2022 12:00:00 AM,2022-16843,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,March,2022,1/4 S,3/1/2022 12:00:00 AM,2022-16845,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,June,2022,1/4 S,5/1/2022 12:00:00 AM,2022-16846,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,November,2022,1/4 S,11/1/2022 12:00:00 AM,2022-16848,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,October,2022,1/4 S,10/1/2022 12:00:00 AM,2022-16850,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,September,2022,1/4 S,9/1/2022 12:00:00 AM,2022-16851,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,April,2021,1/4 S,4/1/2021 12:00:00 AM,2022-16867,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,August,2021,1/4 S,8/1/2021 12:00:00 AM,2022-16868,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,December,2021,1/4 S,12/1/2021 12:00:00 AM,2022-16870,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,February,2021,1/4 S,2/1/2021 12:00:00 AM,2022-16873,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,January,2021,1/4 S,1/1/2021 12:00:00 AM,2022-16875,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,July,2021,1/4 S,7/1/2021 12:00:00 AM,2022-16876,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,June,2021,1/4 S,5/1/2021 12:00:00 AM,2022-16877,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,March,2021,1/4 S,3/1/2021 12:00:00 AM,2022-16880,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,June,2021,1/4 S,5/1/2021 12:00:00 AM,2022-16882,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,November,2021,1/4 S,11/1/2021 12:00:00 AM,2022-16884,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,October,2021,1/4 S,10/1/2021 12:00:00 AM,2022-16886,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Paso Robles Magazine,285.0000,September,2021,1/4 S,9/1/2021 12:00:00 AM,2022-16887,285.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,April,2022,1/8,4/1/2022 12:00:00 AM,2022-19420,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,August,2022,1/8,8/1/2022 12:00:00 AM,2022-19426,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,December,2022,1/8,12/1/2022 12:00:00 AM,2022-19430,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,February,2022,1/8,2/1/2022 12:00:00 AM,2022-19434,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,January,2022,1/8,1/1/2022 12:00:00 AM,2022-19437,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,July,2022,1/8,7/1/2022 12:00:00 AM,2022-19443,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,June,2022,1/8,5/1/2022 12:00:00 AM,2022-19449,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,March,2022,1/8,3/1/2022 12:00:00 AM,2022-19454,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,June,2022,1/8,5/1/2022 12:00:00 AM,2022-19457,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,November,2022,1/8,11/1/2022 12:00:00 AM,2022-19462,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,October,2022,1/8,10/1/2022 12:00:00 AM,2022-19467,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,September,2022,1/8,9/1/2022 12:00:00 AM,2022-19471,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,April,2021,1/8,4/1/2021 12:00:00 AM,2022-19474,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,August,2021,1/8,8/1/2021 12:00:00 AM,2022-19476,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,December,2021,1/8,12/1/2021 12:00:00 AM,2022-19478,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,February,2021,1/8,2/1/2021 12:00:00 AM,2022-19482,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,January,2021,1/8,1/1/2021 12:00:00 AM,2022-19485,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,July,2021,1/8,7/1/2021 12:00:00 AM,2022-19487,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,June,2021,1/8,5/1/2021 12:00:00 AM,2022-19489,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,March,2021,1/8,3/1/2021 12:00:00 AM,2022-19491,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,June,2021,1/8,5/1/2021 12:00:00 AM,2022-19493,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,November,2021,1/8,11/1/2021 12:00:00 AM,2022-19495,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,October,2021,1/8,10/1/2021 12:00:00 AM,2022-19497,100.0000,12/31/2022,Dana McGraw
Coast Electronics,Morro Bay Life,100.0000,September,2021,1/8,9/1/2021 12:00:00 AM,2022-19499,100.0000,12/31/2022,Dana McGraw
"Coast Equipment Company, C & N Tractors",Paso Robles Press,75.0000,Apr 4,2024,Fictitious Business Name - New Filing,4/4/2024 12:00:00 AM,2024-42826,75.0000,03/27/2024,Cami Martin
Coast General Contractors,Santa Ynez Valley Star,57.0000,April A,2022,1/12 V,4/1/2022 12:00:00 AM,2022-25966,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,August A,2022,1/12 V,8/1/2022 12:00:00 AM,2022-25973,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,December A,2022,1/12 V,12/1/2022 12:00:00 AM,2022-25983,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,February A,2022,1/12 V,2/1/2022 12:00:00 AM,2022-25992,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,July A,2022,1/12 V,7/1/2022 12:00:00 AM,2022-26004,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,June A,2022,1/12 V,6/1/2022 12:00:00 AM,2022-26015,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,March A,2022,1/12 V,3/1/2022 12:00:00 AM,2022-26024,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,May A,2022,1/12 V,5/1/2022 12:00:00 AM,2022-26033,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,November A,2022,1/12 V,11/1/2022 12:00:00 AM,2022-26054,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,October A,2022,1/12 V,10/1/2022 12:00:00 AM,2022-26060,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,57.0000,September A,2022,1/12 V,9/1/2022 12:00:00 AM,2022-26066,57.0000,12/31/2022,Amberly Lahr
Coast General Contractors,Santa Ynez Valley Star,30.0000,Apr A,2023,Biz Directory,4/4/2023 12:00:00 AM,2023-27278,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Apr B,2023,Biz Directory,4/18/2023 12:00:00 AM,2023-27279,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,May A,2023,Biz Directory,5/2/2023 12:00:00 AM,2023-27280,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,May B,2023,Biz Directory,5/16/2023 12:00:00 AM,2023-27281,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Jun A,2023,Biz Directory,6/6/2023 12:00:00 AM,2023-27282,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Jun B,2023,Biz Directory,6/20/2023 12:00:00 AM,2023-27283,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Jul A,2023,Biz Directory,7/4/2023 12:00:00 AM,2023-27284,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Jul B,2023,Biz Directory,7/18/2023 12:00:00 AM,2023-27285,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Aug A,2023,Biz Directory,8/1/2023 12:00:00 AM,2023-27286,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Aug B,2023,Biz Directory,8/15/2023 12:00:00 AM,2023-27287,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Sep A,2023,Biz Directory,9/5/2023 12:00:00 AM,2023-27288,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Sep B,2023,Biz Directory,9/19/2023 12:00:00 AM,2023-27289,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Oct A,2023,Biz Directory,10/3/2023 12:00:00 AM,2023-27290,30.0000,04/11/2023,Kaleb Rich-Harris
Coast General Contractors,Santa Ynez Valley Star,30.0000,Oct B,2023,Biz Directory,10/17/2023 12:00:00 AM,2023-27291,30.0000,04/11/2023,Kaleb Rich-Harris
